X,Y,OBJECTID,PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,DEVELOPMENT_CODE,PROJECT_NAME,BUILDING_NAME,BUILDING_NUMBER,BUILDING_TYPE_CODE,BUILDING_STATUS_TYPE_CODE,NATIONAL_BLDG_ID,CONSTRUCT_DATE,DOFA_ACTUAL_DT,TOTAL_DWELLING_UNITS,ACC_UNITS,TOTAL_OCCUPIED,REGULAR_VACANT,TOTAL_UNITS,PCT_OCCUPIED,NUMBER_REPORTED,PCT_REPORTED,MONTHS_SINCE_REPORT,PCT_MOVEIN,PEOPLE_PER_UNIT,PEOPLE_TOTAL,RENT_PER_MONTH,SPENDING_PER_MONTH,SPENDING_PER_MONTH_PREV_YR,HH_INCOME,PERSON_INCOME,PCT_LT5K,PCT_5K_LT10K,PCT_10K_LT15K,PCT_15K_LT20K,PCT_GE20K,PCT_WAGE_MAJOR,PCT_WELFARE_MAJOR,PCT_OTHER_MAJOR,PCT_MEDIAN,PCT_LT50_MEDIAN,PCT_LT30_MEDIAN,PCT_2ADULTS,PCT_1ADULT,PCT_FEMALE_HEAD,PCT_FEMALE_HEAD_CHILD,PCT_DISABLED_LT62,PCT_DISABLED_GE62,PCT_DISABLED_ALL,PCT_LT24_HEAD,PCT_AGE25_50,PCT_AGE51_61,PCT_AGE62PLUS,PCT_AGE85PLUS,PCT_MINORITY,PCT_BLACK,PCT_NATIVE_AMERICAN,PCT_ASIAN,PCT_HISPANIC,MONTHS_WAITING,MONTHS_FROM_MOVEIN,PCT_UTILITY_ALLOW,AVE_UTIL_ALLOW,PCT_BED1,PCT_BED2,PCT_BED3,PCT_OVERHOUSED,TMINORITY,TPOVERTY,TPCT_OWNSFD,CHLDRN_MBR_CNT,ELDLY_PRCNT,PCT_DISABLED_LT62_ALL,PCT_LT80_MEDIAN,MEDIAN_INC_AMNT,STATE2KX,CNTY_NM2KX,CNTY2KX,TRACT2KX,BG2KX,BLOCK2KX,DPVACT,DPVNOST,CURCNTY_NM,CURCNTY,CURCOSUB,CURCOSUB_NM,PLACE2KX,PLACE_NM2KX,PLACE_CC2KX,PLACE_INC2KX,MSA,MSA_NM,CBSA,CBSA_NM,NECTA,NECTA_NM,METRO,MICRO,FCD_FIPS91,HLC,DPV,DPVRC,STD_ADDR,URB_OUT,STD_CITY,STD_ST,STD_ZIP5,STD_ZIP9,ZIP_CLASS,ZCTA2KX,DPBC,DPBC_CKSUM,STD_ZIP11,ADDR_TYPE,APT_NO,APT_TYPE,C1PGRC,C1PPRB,C1PDRC,C1PSRC,C1PARC,C1PZRC,MSGUSPS,LAT,LON,RC2KX,STM2KX,LVL2KX,UR,MSG2KX,COUNTY_LEVEL,PLACE_LEVEL,TRACT_LEVEL,BLKGRP_LEVEL,RAD_CHAP_INDR,RAD_TYPE,LAST_UPDT_DTTM,ANNL_EXPNS_AMNT,ANNL_EXPNS_AMNT_PREV_YR,PHA_TOTAL_UNITS,DEV_BUIL_NU_ENTRANCE,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL
-84.301993,30.461046,82,FL073,Tallahassee Housing Authority,FL073000001,SPRINGFIELD APTS,SPRINGFIELD COMPLEX,73145,RW,INAPCP,5945500000,1972/06/01 00:00:00+00,1974/02/28 00:00:00+00,3,3,3,0,3,100,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,Leon,73,1402,3,3012,N,N,Leon,73,93295,Tallahassee Central,70600,Tallahassee city (part),C1,,8240,"Tallahassee, FL MSA",45220,"Tallahassee, FL Metropolitan Statistical Area",99999,,1,0,1205,3000,Y,,1700 Joe Louis St Apt 113,,Tallahassee,FL,32304,1958,,32304,38,4,32304195838,H,113,Apt,,2,,,,,80% Overall probable correctness,30.461046,-84.301993,S,,R,U,** Street-Level Rooftop **,12073,1270600,12073001402,1.2073E+11,N, ,2021/04/04 22:18:23+00,-4,-4,537,FL073000001731451,8503856126,8503865534,brenda@tallha.org,8502051674,8503865534,brenda@tallha.org
-84.301993,30.461046,83,FL073,Tallahassee Housing Authority,FL073000001,SPRINGFIELD APTS,SPRINGFIELD COMPLEX,73148,RW,INAPCP,8945500000,1972/06/01 00:00:00+00,1974/02/28 00:00:00+00,3,3,3,0,3,100,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,Leon,73,1402,3,3012,N,N,Leon,73,93295,Tallahassee Central,70600,Tallahassee city (part),C1,,8240,"Tallahassee, FL MSA",45220,"Tallahassee, FL Metropolitan Statistical Area",99999,,1,0,1205,3000,Y,,1700 Joe Louis St Apt 120,,Tallahassee,FL,32304,1958,,32304,45,6,32304195845,H,120,Apt,,2,,,,,80% Overall probable correctness,30.461046,-84.301993,S,,R,U,** Street-Level Rooftop **,12073,1270600,12073001402,1.2073E+11,N, ,2021/04/04 22:18:23+00,-4,-4,537,FL073000001731481,8503856126,8503865534,brenda@tallha.org,8502051674,8503865534,brenda@tallha.org
-84.301993,30.461046,84,FL073,Tallahassee Housing Authority,FL073000001,SPRINGFIELD APTS,SPRINGFIELD COMPLEX,73150,SD,INAPCP,55500000,1972/06/01 00:00:00+00,1974/02/28 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,Leon,73,1402,3,3012,N,N,Leon,73,93295,Tallahassee Central,70600,Tallahassee city (part),C1,,8240,"Tallahassee, FL MSA",45220,"Tallahassee, FL Metropolitan Statistical Area",99999,,1,0,1205,3000,Y,,1700 Joe Louis St Apt 125,,Tallahassee,FL,32304,1958,,32304,25,8,32304195825,H,125,Apt,,2,,,,,80% Overall probable correctness,30.461046,-84.301993,S,,R,U,** Street-Level Rooftop **,12073,1270600,12073001402,1.2073E+11,N, ,2021/04/04 22:18:23+00,-4,-4,537,FL073000001731501,8503856126,8503865534,brenda@tallha.org,8502051674,8503865534,brenda@tallha.org
-81.946921,33.459146,85,GA001,Housing Authority of the City of Augusta,GA001000050,OAK POINTE APARTMENTS,OAK POINTE,5120,SD,INAPCP,6147500000,1958/06/30 00:00:00+00,1958/10/31 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,13,Richmond,245,10600,3,3006,N,N,Richmond,245,90168,Augusta,4204,Augusta-Richmond County consolidated gov,C8,,600,"Augusta-Aiken, GA-SC MSA",12260,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",99999,,1,0,1312,,S,,802 Strother Dr,,Augusta,GA,30901,1710,,30901,2,6,30901171002,S,,,,1,,,A,,90% Overall probable correctness,33.459146,-81.946921,S,,R,U,** Street-Level Rooftop **,13245,1304204,13245010600,1.3245E+11,N, ,2021/04/04 22:18:23+00,-4,-4,1868,GA00100005051201,7063123158,7067243935,joglesby@augustapha.org,7067245466,7062881658,joglesby@augustapha.org
-80.8235,28.608952,86,FL025,HOUSING AUTHORITY OF THE CITY OF TITUSVILLE,FL025000001,NO NAME,,25,SF,INAPCP,412500000,1963/04/30 00:00:00+00,1963/04/30 00:00:00+00,1,1,1,0,1,100,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,Brevard,9,60400,4,4011,N,N,Brevard,9,93419,Titusville,71900,Titusville city (part),C1,,4900,"Melbourne-Titusville-Palm Bay, FL MSA",37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",99999,,1,0,1208,3048,S,,603 Collins Ave,,Titusville,FL,32796,3883,,32796,3,8,32796388303,S,,,,1,,,A,,90% Overall probable correctness,28.608952,-80.8235,S,,R,U,** Street-Level Rooftop **,12009,1271900,12009060400,1.20091E+11,N, ,2021/04/04 22:18:23+00,-4,-4,254,FL02500000125603,3212674204,3212675631,bobl@hactv.com,3212674204,3212675631,bobl@hactv.com
-82.901909,42.475407,87,MI059,St Clair Shores Housing Commission,MI059000001,LEISURE MANOR,Scattered Site,002U10,SF,INAPCP,2084210000,,1985/08/31 00:00:00+00,1,1,1,0,1,100,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,26,Macomb,99,251600,3,3004,N,N,Macomb,99,70760,St. Clair Shores,70760,St. Clair Shores city,C5,,2160,"Detroit, MI PMSA",19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",99999,,1,0,2609,5370,S,,21611 Fresard St,,St Clair Shores,MI,48080,3921,,48080,11,3,48080392111,S,,,,2,,N,A,,80% Overall probable correctness,42.475407,-82.901909,S,,R,U,** Street-Level Rooftop **,26099,2670760,26099251600,2.60993E+11,N, ,2021/04/04 22:18:23+00,-4,-4,250,MI059000001002U101,5867739200,5867768281,myork@scshc.org,5867739200,,myork@scshc.org
-86.099098,41.990003,88,MI120,Dowagiac Housing Commission,MI120000001,CHESTNUT TWR/PARKSIDE,,11,SD,INAPCP,5485210000,,1975/05/31 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,26,Cass,27,2000,5,5007,N,N,Cass,27,22880,Dowagiac,22880,Dowagiac city,C5,,9999,,43780,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",99999,,1,0,2606,1746,Y,,420 E Railroad St Apt 21,,Dowagiac,MI,49047,1454,,49047,21,9,49047145421,H,21,Apt,,2,,,,,80% Overall probable correctness,41.990003,-86.099098,S,,R,U,** Street-Level Rooftop **,26027,2622880,26027002000,2.6027E+11,N, ,2021/04/04 22:18:23+00,-4,-4,86,MI1200000011121,2697823786,2697822809,SAFreeman22@aol.com,2697823786,2697822809,lwagley@dhcommission.com
-85.119696,45.16139,89,MI118,East Jordan Housing Commission,MI118000001,LAKEVIEW MANOR,,2,SF,INAPCP,6775210000,1976/06/30 00:00:00+00,1976/06/30 00:00:00+00,1,1,1,0,1,100,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,26,Charlevoix,29,1100,2,2001,N,N,Charlevoix,29,24020,East Jordan,24020,East Jordan city,C5,,9999,,99999,,99999,,0,0,2601,1830,S,,725 Division St,,East Jordan,MI,49727,9747,,49727,25,7,49727974725,S,,,,1,,,A,,90% Overall probable correctness,45.16139,-85.119696,S,,R,R,** Street-Level Rooftop **,26029,2624020,26029001100,2.6029E+11,N, ,2021/04/04 22:18:23+00,-4,-4,28,MI11800000121,2315362051,2315367751,ejhc@freeway.net,2315362051,2315367751,ejhc@freeway.net
-84.555512,42.765585,90,MI058,Lansing Housing Commission,MI058000103,HILDABRANDT PARK,HILDEBRANDT PARK,4,RW,DDPROP,2454210000,1968/11/21 00:00:00+00,1969/01/31 00:00:00+00,5,5,4,1,5,80,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,26,Ingham,65,3200,2,2015,N,N,Ingham,65,46000,Lansing,46000,Lansing city (part),C5,,4040,"Lansing-East Lansing, MI MSA",29620,"Lansing-East Lansing, MI Metropolitan Statistical Area",99999,,1,0,2608,3456,S,,3122 Turner St,,Lansing,MI,48906,3123,,48906,22,0,48906312322,S,,,,4,D,N,A,,60% Overall probable correctness,42.765585,-84.555512,S,,R,U,** Street-Level Rooftop **,26065,2646000,26065003200,2.6065E+11,Y,PBRA,2021/04/04 22:18:23+00,-4,-4,693,MI05800010345,5174876550,5174876977,dfleming@lanshc.org,5173727996,5174874977,dfleming@lanshc.org
-83.378294,33.963598,91,GA003,Athens Housing Authority,GA003000005,SCATTERED  SITES,183 & 185 HOYT STREET,NB61,SD,INAPCP,458500000,1972/01/01 00:00:00+00,1972/05/31 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,13,Clarke,59,1900,2,2029,N,N,Clarke,59,90138,Athens,3440,Athens-Clarke County unified government,C8,,500,"Athens, GA MSA",12020,"Athens-Clarke County, GA Metropolitan Statistical Area",99999,,1,0,1310,,S,,183 Hoyt St,,Athens,GA,30601,2666,,30601,83,9,30601266683,S,,,,1,,,A,,90% Overall probable correctness,33.963598,-83.378294,S,,R,U,** Street-Level Rooftop **,13059,1303440,13059001900,1.3059E+11,N, ,2021/04/04 22:18:23+00,-4,-4,1279,GA003000005NB611,7064255300,7064255299,ahaofficialmail@athenshousing.org,7064255300,7064255299,ahaofficialmail@athenshousing.org
-83.378081,42.260563,92,MI072,Romulus Housing Commission,MI072000001,ROMULUS PUBLIC HOUSING,,30,SD,INAPCP,1605210000,1970/12/31 00:00:00+00,1970/12/31 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,26,Wayne,163,585600,1,1042,N,N,Wayne,163,69420,Romulus,69420,Romulus city,C5,,2160,"Detroit, MI PMSA",19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",99999,,1,0,2613,5250,S,,6357 Colorado St,,Romulus,MI,48174,1819,,48174,57,5,48174181957,S,,,,2,,N,A,,80% Overall probable correctness,42.260563,-83.378081,S,,R,U,** Street-Level Rooftop **,26163,2669420,26163585600,2.61636E+11,N, ,2021/04/04 22:18:23+00,-4,-4,101,MI0720000010301,7347295389,7347290005,hs@romulushousingcommission.com,7347295389,,sgaddy@fourmidable.com
-87.563588,41.72961,93,IL002,Chicago Housing Authority,IL002034000,SS Region 4,9116-18 S ESSEX AV,SS164,WU,INAPCP,2078700000,,1990/09/30 00:00:00+00,6,6,6,0,6,100,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,17,Cook,31,480500,1,1016,N,Y,Cook,31,14000,Chicago,14000,Chicago city (part),C5,,1600,"Chicago, IL PMSA",16980,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",99999,,1,0,1702,1296,S,,9116 S Essex Ave,,Chicago,IL,60617,4024,,60617,99,2,60617402499,H,,,,1,,,A,,90% Overall probable correctness,41.72961,-87.563588,S,,R,U,** Street-Level Rooftop **,17031,1714000,17031480500,1.70315E+11,N, ,2021/04/04 22:18:23+00,-4,-4,15788,IL002034000SS1641,3127428500,,operez@thecha.org,3129137040,,tscott@thecha.org
-86.239956,41.814893,94,MI076,Niles Housing Commission,MI076000001,GATEWAY PLAZA,,34,SF,INAPCP,9325210000,1968/12/10 00:00:00+00,1969/09/30 00:00:00+00,1,1,1,0,1,100,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,26,Berrien,21,20700,3,3043,N,N,Berrien,21,57760,Niles,57760,Niles city (part),C5,,870,"Benton Harbor, MI MSA",35660,"Niles, MI Metropolitan Statistical Area",99999,,1,0,2606,4386,S,,1228 S 15th St,,Niles,MI,49120,3854,,49120,28,4,49120385428,S,,,,1,,,A,,90% Overall probable correctness,41.814893,-86.239956,S,,R,U,** Street-Level Rooftop **,26021,2657760,26021020700,2.6021E+11,N, ,2021/04/04 22:18:23+00,-4,-4,179,MI076000001341,2488673959,2488674620,sgaddy@fourmidable.com,2488673959,2485934620,sgaddy@fourmidable.com
-86.259838,42.292833,95,MI189,Covert Public Housing Commission,MI189000001,COVERT TWP PUB HSG,,5,SD,INAPCP,4795210000,,1986/05/31 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,26,Van Buren,159,10600,1,1063,N,N,Van Buren,159,18560,Covert,99999,Covert township,99,,3720,"Kalamazoo-Battle Creek, MI MSA",99999,,99999,,0,0,2606,,S,,34265 Maple St,,Covert,MI,49043,8752,,49043,65,7,49043875265,S,,,,1,,,A,,90% Overall probable correctness,42.292833,-86.259838,S,,R,R,** Street-Level Rooftop **,26159,2699999,26159010600,2.6159E+11,N, ,2021/04/04 22:18:23+00,-4,-4,40,MI18900000151,2697648881,2697648881,coverthousing@gmail.com,2697648881,2697648881,coverthousing@gmail.com
-82.094399,33.436843,96,GA001,Housing Authority of the City of Augusta,GA001000140,BARTON VILLAGE,BARTON VILLAGE,1025,SF,INAPCP,9667500000,1977/06/30 00:00:00+00,1977/12/31 00:00:00+00,1,1,1,0,1,100,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,13,Richmond,245,10504,2,2008,N,N,Richmond,245,90168,Augusta,4204,Augusta-Richmond County consolidated gov,C8,,600,"Augusta-Aiken, GA-SC MSA",12260,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",99999,,1,0,1312,,S,,2332 Prague Ct,,Augusta,GA,30906,4048,,30906,32,1,30906404832,S,,,,1,,,A,,90% Overall probable correctness,33.436843,-82.094399,S,,R,U,** Street-Level Rooftop **,13245,1304204,13245010504,1.3245E+11,N, ,2021/04/04 22:18:23+00,-4,-4,1868,GA00100014010251,7063123158,7067243935,joglesby@augustapha.org,7067245466,7062881658,joglesby@augustapha.org
-81.972812,33.46207,97,GA001,Housing Authority of the City of Augusta,GA001000120,M M SCOTT APARTMENTS,M M SCOTT,1223,SD,INAPCP,1567500000,1981/06/30 00:00:00+00,1981/06/30 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,13,Richmond,245,900,3,3010,N,Y,Richmond,245,90168,Augusta,4204,Augusta-Richmond County consolidated gov,C8,,600,"Augusta-Aiken, GA-SC MSA",12260,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",99999,,1,0,1312,,S,,825 Spruce St,,Augusta,GA,30901,3375,,30901,99,1,30901337599,H,,,,1,,,A,,90% Overall probable correctness,33.46207,-81.972812,S,,R,U,** Street-Level Rooftop **,13245,1304204,13245000900,1.3245E+11,N, ,2021/04/04 22:18:23+00,-4,-4,1868,GA00100012012231,7063123158,7067243935,joglesby@augustapha.org,7067245466,7062881658,joglesby@augustapha.org
-84.536047,42.72917,98,MI058,Lansing Housing Commission,MI058000103,HILDABRANDT PARK,PROJECT 15 SCATTERED SITE,B_0004,SD,INAPCP,5374210000,1985/08/01 00:00:00+00,1985/08/31 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,26,Ingham,65,1200,3,3003,N,N,Ingham,65,46000,Lansing,46000,Lansing city (part),C5,,4040,"Lansing-East Lansing, MI MSA",29620,"Lansing-East Lansing, MI Metropolitan Statistical Area",99999,,1,0,2608,3456,S,,1125 Hickory St,,Lansing,MI,48912,1712,,48912,25,8,48912171225,S,,,,4,,N,A,,60% Overall probable correctness,42.72917,-84.536047,S,,R,U,** Street-Level Rooftop **,26065,2646000,26065001200,2.6065E+11,N, ,2021/04/04 22:18:23+00,-4,-4,693,MI058000103B_00042,5174876550,5174876977,dfleming@lanshc.org,5173727996,5174874977,dfleming@lanshc.org
-82.092761,33.439365,99,GA001,Housing Authority of the City of Augusta,GA001000140,BARTON VILLAGE,BARTON VILLAGE,1007,SF,INAPCP,9667500000,1977/06/30 00:00:00+00,1977/12/31 00:00:00+00,1,1,1,0,1,100,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,13,Richmond,245,10504,2,2014,N,N,Richmond,245,90168,Augusta,4204,Augusta-Richmond County consolidated gov,C8,,600,"Augusta-Aiken, GA-SC MSA",12260,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",99999,,1,0,1312,,S,,2309 Canberra Ct,,Augusta,GA,30906,4014,,30906,9,4,30906401409,S,,,,1,,,A,,90% Overall probable correctness,33.439365,-82.092761,S,,R,U,** Street-Level Rooftop **,13245,1304204,13245010504,1.3245E+11,N, ,2021/04/04 22:18:23+00,-4,-4,1868,GA00100014010071,7063123158,7067243935,joglesby@augustapha.org,7067245466,7062881658,joglesby@augustapha.org
-83.41332,33.953969,100,GA003,Athens Housing Authority,GA003000016,Columbia Brookside Phase II,,CB2001,RW,INAPCP,9475130000,2015/12/29 00:00:00+00,2015/12/31 00:00:00+00,4,1,1,0,4,25,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,13,Clarke,59,900,1,1001,N,N,Clarke,59,90138,Athens,3440,Athens-Clarke County unified government,C8,,500,"Athens, GA MSA",12020,"Athens-Clarke County, GA Metropolitan Statistical Area",99999,,1,0,1310,,Y,,110 Brookside Ave Unit 112,,Athens,GA,30606,2663,,30606,37,8,30606266337,H,112,Unit,,2,,,,,80% Overall probable correctness,33.953969,-83.41332,S,,R,U,** Street-Level Rooftop **,13059,1303440,13059000900,1.3059E+11,N, ,2021/04/04 22:18:23+00,-4,-4,1279,GA003000016CB20012,7064255300,7064255299,ahaofficialmail@athenshousing.org,7064255300,7064255299,ahaofficialmail@athenshousing.org
-81.100099,32.082386,101,GA002,Housing Authority of Savannah,GA002000006,YAMACRAW VILLAGE,,009A,RW,INAPCP,1677500000,,1941/04/30 00:00:00+00,8,8,8,0,10,80,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,13,Chatham,51,100,1,1036,N,N,Chatham,51,92712,Savannah,69000,Savannah city (part),C1,,7520,"Savannah, GA MSA",42340,"Savannah, GA Metropolitan Statistical Area",99999,,1,0,1301,2916,S,,851 Yamacraw Vlg,,Savannah,GA,31401,2362,,31401,51,2,31401236251,S,,,,3,,,A,,70% Overall probable correctness,32.082386,-81.100099,S,,R,U,** Street-Level Rooftop **,13051,1369000,13051000100,1.3051E+11,N, ,2021/04/04 22:18:23+00,-4,-4,917,GA002000006009A001,9122355800,9122332553,info@savannahpha.com,9122355800,9122332553,davis@savannahpha.com
-81.134627,31.99562,102,GA002,Housing Authority of Savannah,GA002000003,PICKENS PATTERSON TERR&SINGLE FMLY HOMES,,030B,SD,DDDRFT,7808500000,,1983/03/31 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,13,Chatham,51,4207,1,1010,N,N,Chatham,51,92712,Savannah,69000,Savannah city (part),C1,,7520,"Savannah, GA MSA",42340,"Savannah, GA Metropolitan Statistical Area",99999,,1,0,1301,2916,Y,,300 Lewis Dr Apt 361,,Savannah,GA,31406,6769,,31406,86,4,31406676986,H,361,Apt,,2,,,,,80% Overall probable correctness,31.99562,-81.134627,S,,R,U,** Street-Level Rooftop **,13051,1369000,13051004207,1.3051E+11,N, ,2021/04/04 22:18:23+00,-4,-4,917,GA002000003030B001,9122355800,9122332553,info@savannahpha.com,9122355800,9122332553,davis@savannahpha.com
